"experiment"	"construct batch"	"gene"	"clone_id"	"cloneid"	"left_arm_length"	"right_arm_length"
"PbSTM73"	"barseq_0059"	"PBANKA_010630"	182513	"PbGEM-327723"	1016	1964
"PbSTM73"	"barseq_0059"	"PBANKA_101160"	134975	"PbGEM-262852"	4547	555
"PbSTM73"	"barseq_0059"	"PBANKA_090620"	229493	"PbGEM-287690"	2508	5270
"PbSTM73"	"barseq_0059"	"PBANKA_123640"	144159	"PbGEM-261452"	895	3131
"PbSTM73"	"barseq_0059"	"PBANKA_010660"	231865	"PbGEM-266819"	6544	2081
"PbSTM73"	"barseq_0059"	"PBANKA_080910"	209102	"PbGEM-283834"	2110	5663
"PbSTM73"	"barseq_0059"	"PBANKA_010160"	181070	"PbGEM-226701"	3863	1008
"PbSTM73"	"barseq_0059"	"PBANKA_010950"	275568	"PbGEM-227604"	1154	6446
"PbSTM73"	"barseq_0059"	"PBANKA_111210"	232829	"PbGEM-299227"	3812	1502
"PbSTM73"	"barseq_0059"	"PBANKA_130690"	22007	"PbGEM-104812"	2625	668
"PbSTM73"	"barseq_0059"	"PBANKA_010190"	291701	"PbGEM-533115"	1001	1001
"PbSTM73"	"barseq_0059"	"PBANKA_122090"	189178	"PbGEM-336675"	5000	1001
"PbSTM73"	"barseq_0059"	"PBANKA_040980"	234959	"PbGEM-272242"	5038	1564
"PbSTM73"	"barseq_0059"	"PBANKA_136030"	22316	"PbGEM-061533"	2218	3525
"PbSTM73"	"barseq_0059"	"PBANKA_112460"	244087	"PbGEM-300779"	2171	3758
"PbSTM73"	"barseq_0059"	"PBANKA_052010"	240730	"PbGEM-329795"	1608	1001
"PbSTM73"	"barseq_0059"	"PBANKA_080690"	22454	"PbGEM-024371"	1017	5041
"PbSTM73"	"barseq_0059"	"PBANKA_140300"	289478	"PbGEM-537067"	1001	1382
"PbSTM73"	"barseq_0059"	"PBANKA_144160"	23112	"PbGEM-079665"	4534	401
						
						
"stm26"	"barseq_0100"	"PBANKA_020580"	22006	"PbGEM-082161"	401	1145
"stm26"	"barseq_0100"	"PBANKA_030850"	23236	"PbGEM-009884"	1785	2383
"stm26"	"barseq_0100"	"PBANKA_031030"	23589	"PbGEM-072470"	5651	555
"stm26"	"barseq_0100"	"PBANKA_031140"	22035	"PbGEM-111762"	883	401
"stm26"	"barseq_0100"	"PBANKA_031420"	22160	"PbGEM-010677"	2180	5107
"stm26"	"barseq_0100"	"PBANKA_040110"	22058	"PbGEM-084034"	2898	401
"stm26"	"barseq_0100"	"PBANKA_040820"	22050	"PbGEM-111826"	4748	3965
"stm26"	"barseq_0100"	"PBANKA_040940"	22033	"PbGEM-111754"	868	2114
"stm26"	"barseq_0100"	"PBANKA_052140"	23591	"PbGEM-072474"	1698	4304
"stm26"	"barseq_0100"	"PBANKA_061520"	22037	"PbGEM-087803"	1281	6714
"stm26"	"barseq_0100"	"PBANKA_061670"	22016	"PbGEM-111690"	816	4025
"stm26"	"barseq_0100"	"PBANKA_071730"	23593	"PbGEM-072538"	551	6172
"stm26"	"barseq_0100"	"PBANKA_080560"	23596	"PbGEM-072522"	4053	9063
"stm26"	"barseq_0100"	"PBANKA_080800"	22039	"PbGEM-111786"	401	3060
"stm26"	"barseq_0100"	"PBANKA_083560"	22152	"PbGEM-028140"	5280	401
"stm26"	"barseq_0100"	"PBANKA_090110"	22032	"PbGEM-111746"	985	1434
"stm26"	"barseq_0100"	"PBANKA_090380"	22040	"PbGEM-111794"	5725	401
"stm26"	"barseq_0100"	"PBANKA_091210"	22028	"PbGEM-111738"	2543	2694
"stm26"	"barseq_0100"	"PBANKA_092550"	22054	"PbGEM-111850"	401	4033
"stm26"	"barseq_0100"	"PBANKA_093300"	23601	"PbGEM-072518"	3978	1752
"stm26"	"barseq_0100"	"PBANKA_093370"	22038	"PbGEM-111778"	1348	8841
"stm26"	"barseq_0100"	"PBANKA_101330"	23235	"PbGEM-036210"	4233	7052
"stm26"	"barseq_0100"	"PBANKA_101980"	22055	"PbGEM-111858"	4855	401
"stm26"	"barseq_0100"	"PBANKA_112270"	22021	"PbGEM-111714"	2029	401
"stm26"	"barseq_0100"	"PBANKA_112690"	22059	"PbGEM-099789"	1408	1002
"stm26"	"barseq_0100"	"PBANKA_122500"	22011	"PbGEM-111674"	5110	401
"stm26"	"barseq_0100"	"PBANKA_130520"	22156	"PbGEM-053796"	2512	7842
"stm26"	"barseq_0100"	"PBANKA_130690"	22007	"PbGEM-104812"	2625	668
"stm26"	"barseq_0100"	"PBANKA_130920"	22051	"PbGEM-104970"	4499	675
"stm26"	"barseq_0100"	"PBANKA_131800"	22031	"PbGEM-105530"	9434	569
"stm26"	"barseq_0100"	"PBANKA_135150"	22014	"PbGEM-111682"	4344	2542
"stm26"	"barseq_0100"	"PBANKA_135260"	22041	"PbGEM-111802"	2336	4312
"stm26"	"barseq_0100"	"PBANKA_136210"	22044	"PbGEM-108848"	6252	790
"stm26"	"barseq_0100"	"PBANKA_141450"	22053	"PbGEM-111842"	401	5213
"stm26"	"barseq_0100"	"PBANKA_142160"	23227	"PbGEM-065291"	2022	3537
"stm26"	"barseq_0100"	"PBANKA_144560"	22020	"PbGEM-111706"	2262	2788
"stm26"	"barseq_0100"	"PBANKA_146050"	23609	"PbGEM-072542"	2815	4647
						
						
"stm27"	"barseq_0100"	"PBANKA_020580"	22006	"PbGEM-082161"	401	1145
"stm27"	"barseq_0100"	"PBANKA_030850"	23236	"PbGEM-009884"	1785	2383
"stm27"	"barseq_0100"	"PBANKA_031030"	23589	"PbGEM-072470"	5651	555
"stm27"	"barseq_0100"	"PBANKA_031140"	22035	"PbGEM-111762"	883	401
"stm27"	"barseq_0100"	"PBANKA_031420"	22160	"PbGEM-010677"	2180	5107
"stm27"	"barseq_0100"	"PBANKA_040110"	22058	"PbGEM-084034"	2898	401
"stm27"	"barseq_0100"	"PBANKA_040820"	22050	"PbGEM-111826"	4748	3965
"stm27"	"barseq_0100"	"PBANKA_040940"	22033	"PbGEM-111754"	868	2114
"stm27"	"barseq_0100"	"PBANKA_052140"	23591	"PbGEM-072474"	1698	4304
"stm27"	"barseq_0100"	"PBANKA_061520"	22037	"PbGEM-087803"	1281	6714
"stm27"	"barseq_0100"	"PBANKA_061670"	22016	"PbGEM-111690"	816	4025
"stm27"	"barseq_0100"	"PBANKA_071730"	23593	"PbGEM-072538"	551	6172
"stm27"	"barseq_0100"	"PBANKA_080560"	23596	"PbGEM-072522"	4053	9063
"stm27"	"barseq_0100"	"PBANKA_080800"	22039	"PbGEM-111786"	401	3060
"stm27"	"barseq_0100"	"PBANKA_083560"	22152	"PbGEM-028140"	5280	401
"stm27"	"barseq_0100"	"PBANKA_090110"	22032	"PbGEM-111746"	985	1434
"stm27"	"barseq_0100"	"PBANKA_090380"	22040	"PbGEM-111794"	5725	401
"stm27"	"barseq_0100"	"PBANKA_091210"	22028	"PbGEM-111738"	2543	2694
"stm27"	"barseq_0100"	"PBANKA_092550"	22054	"PbGEM-111850"	401	4033
"stm27"	"barseq_0100"	"PBANKA_093300"	23601	"PbGEM-072518"	3978	1752
"stm27"	"barseq_0100"	"PBANKA_093370"	22038	"PbGEM-111778"	1348	8841
"stm27"	"barseq_0100"	"PBANKA_101330"	23235	"PbGEM-036210"	4233	7052
"stm27"	"barseq_0100"	"PBANKA_101980"	22055	"PbGEM-111858"	4855	401
"stm27"	"barseq_0100"	"PBANKA_112270"	22021	"PbGEM-111714"	2029	401
"stm27"	"barseq_0100"	"PBANKA_112690"	22059	"PbGEM-099789"	1408	1002
"stm27"	"barseq_0100"	"PBANKA_122500"	22011	"PbGEM-111674"	5110	401
"stm27"	"barseq_0100"	"PBANKA_130520"	22156	"PbGEM-053796"	2512	7842
"stm27"	"barseq_0100"	"PBANKA_130690"	22007	"PbGEM-104812"	2625	668
"stm27"	"barseq_0100"	"PBANKA_130920"	22051	"PbGEM-104970"	4499	675
"stm27"	"barseq_0100"	"PBANKA_131800"	22031	"PbGEM-105530"	9434	569
"stm27"	"barseq_0100"	"PBANKA_135150"	22014	"PbGEM-111682"	4344	2542
"stm27"	"barseq_0100"	"PBANKA_135260"	22041	"PbGEM-111802"	2336	4312
"stm27"	"barseq_0100"	"PBANKA_136210"	22044	"PbGEM-108848"	6252	790
"stm27"	"barseq_0100"	"PBANKA_141450"	22053	"PbGEM-111842"	401	5213
"stm27"	"barseq_0100"	"PBANKA_142160"	23227	"PbGEM-065291"	2022	3537
"stm27"	"barseq_0100"	"PBANKA_144560"	22020	"PbGEM-111706"	2262	2788
"stm27"	"barseq_0100"	"PBANKA_146050"	23609	"PbGEM-072542"	2815	4647
						
						
"stm37_4r"	"barseq_0102"	"PBANKA_020580"	22006	"PbGEM-082161"	401	1145
"stm37_4r"	"barseq_0102"	"PBANKA_030850"	23236	"PbGEM-009884"	1785	2383
"stm37_4r"	"barseq_0102"	"PBANKA_031420"	22160	"PbGEM-010677"	2180	5107
"stm37_4r"	"barseq_0102"	"PBANKA_040110"	22058	"PbGEM-084034"	2898	401
"stm37_4r"	"barseq_0102"	"PBANKA_040940"	22033	"PbGEM-111754"	868	2114
"stm37_4r"	"barseq_0102"	"PBANKA_041040"	23228	"PbGEM-012290"	1528	4820
"stm37_4r"	"barseq_0102"	"PBANKA_052140"	23591	"PbGEM-072474"	1698	4304
"stm37_4r"	"barseq_0102"	"PBANKA_082710"	23598	"PbGEM-072502"	1861	338
"stm37_4r"	"barseq_0102"	"PBANKA_092520"	22057	"PbGEM-093973"	401	3224
"stm37_4r"	"barseq_0102"	"PBANKA_101980"	22055	"PbGEM-111858"	4855	401
"stm37_4r"	"barseq_0102"	"PBANKA_112270"	22021	"PbGEM-111714"	2029	401
"stm37_4r"	"barseq_0102"	"PBANKA_112690"	22059	"PbGEM-099789"	1408	1002
"stm37_4r"	"barseq_0102"	"PBANKA_130920"	22051	"PbGEM-104970"	4499	675
"stm37_4r"	"barseq_0102"	"PBANKA_131800"	22031	"PbGEM-105530"	9434	569
"stm37_4r"	"barseq_0102"	"PBANKA_136210"	22044	"PbGEM-108848"	6252	790
"stm37_4r"	"barseq_0102"	"PBANKA_141450"	22053	"PbGEM-111842"	401	5213
"stm37_4r"	"barseq_0102"	"PBANKA_144300"	22048	"PbGEM-079770"	997	5279
						
						
"stm28_2r"	"barseq_0101"	"PBANKA_030850"	23236	"PbGEM-009884"	1785	2383
"stm28_2r"	"barseq_0101"	"PBANKA_031420"	22160	"PbGEM-010677"	2180	5107
"stm28_2r"	"barseq_0101"	"PBANKA_041040"	23228	"PbGEM-012290"	1528	4820
"stm28_2r"	"barseq_0101"	"PBANKA_052140"	23591	"PbGEM-072474"	1698	4304
"stm28_2r"	"barseq_0101"	"PBANKA_082960"	23599	"PbGEM-072486"	3653	1990
"stm28_2r"	"barseq_0101"	"PBANKA_092520"	22057	"PbGEM-093973"	401	3224
"stm28_2r"	"barseq_0101"	"PBANKA_093860"	22043	"PbGEM-111810"	5866	401
"stm28_2r"	"barseq_0101"	"PBANKA_136210"	23607	"PbGEM-072546"	5486	595
"stm28_2r"	"barseq_0101"	"PBANKA_136210"	22044	"PbGEM-108848"	6252	790
"stm28_2r"	"barseq_0101"	"PBANKA_141450"	22053	"PbGEM-111842"	401	5213
"stm28_2r"	"barseq_0101"	"PBANKA_144560"	23608	"PbGEM-072506"	2460	2257
						
"PbSTM74"	"barseq_0036"	"PBANKA_121540"	289449	"PbGEM-536155"	1001	1205
"PbSTM74"	"barseq_0036"	"PBANKA_131350"	289451	"PbGEM-536619"	1132	1384
"PbSTM74"	"barseq_0036"	"PBANKA_141580"	289457	"PbGEM-537147"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_141620"	289458	"PbGEM-537163"	1477	1176
"PbSTM74"	"barseq_0036"	"PBANKA_090050"	289465	"PbGEM-534771"	1956	1132
"PbSTM74"	"barseq_0036"	"PBANKA_030340"	289473	"PbGEM-533419"	1116	1727
"PbSTM74"	"barseq_0036"	"PBANKA_140300"	289478	"PbGEM-537067"	1001	1382
"PbSTM74"	"barseq_0036"	"PBANKA_080330"	289482	"PbGEM-538331"	1001	1391
"PbSTM74"	"barseq_0036"	"PBANKA_050510"	289488	"PbGEM-533755"	1001	1436
"PbSTM74"	"barseq_0036"	"PBANKA_120930"	289508	"PbGEM-536107"	1187	1001
"PbSTM74"	"barseq_0036"	"PBANKA_040910"	289510	"PbGEM-533627"	1001	1009
"PbSTM74"	"barseq_0036"	"PBANKA_021030"	289515	"PbGEM-533331"	1113	1001
"PbSTM74"	"barseq_0036"	"PBANKA_101110"	289526	"PbGEM-535355"	1727	1001
"PbSTM74"	"barseq_0036"	"PBANKA_111420"	289539	"PbGEM-538731"	1111	1485
"PbSTM74"	"barseq_0036"	"PBANKA_081390"	289549	"PbGEM-534587"	1175	1001
"PbSTM74"	"barseq_0036"	"PBANKA_020020"	289554	"PbGEM-533227"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_050300"	289568	"PbGEM-533723"	1302	1001
"PbSTM74"	"barseq_0036"	"PBANKA_010450"	289667	"PbGEM-537835"	1002	2104
"PbSTM74"	"barseq_0036"	"PBANKA_100380"	289669	"PbGEM-535283"	1001	1531
"PbSTM74"	"barseq_0036"	"PBANKA_040620"	289678	"PbGEM-533587"	1001	1406
"PbSTM74"	"barseq_0036"	"PBANKA_130960"	289707	"PbGEM-536571"	1001	1540
"PbSTM74"	"barseq_0036"	"PBANKA_031360"	289715	"PbGEM-533523"	1655	1001
"PbSTM74"	"barseq_0036"	"PBANKA_091550"	290490	"PbGEM-534891"	1053	1278
"PbSTM74"	"barseq_0036"	"PBANKA_141770"	290495	"PbGEM-537195"	1001	1492
"PbSTM74"	"barseq_0036"	"PBANKA_061720"	290496	"PbGEM-534155"	1186	1119
"PbSTM74"	"barseq_0036"	"PBANKA_131950"	290511	"PbGEM-539067"	1126	1001
"PbSTM74"	"barseq_0036"	"PBANKA_142280"	290514	"PbGEM-539339"	1748	1391
"PbSTM74"	"barseq_0036"	"PBANKA_122320"	290517	"PbGEM-536243"	1468	2384
"PbSTM74"	"barseq_0036"	"PBANKA_132230"	290520	"PbGEM-536699"	1088	1001
"PbSTM74"	"barseq_0036"	"PBANKA_082790"	290531	"PbGEM-534683"	1001	1673
"PbSTM74"	"barseq_0036"	"PBANKA_113090"	290537	"PbGEM-538755"	1001	1686
"PbSTM74"	"barseq_0036"	"PBANKA_103220"	290544	"PbGEM-535555"	1439	1001
"PbSTM74"	"barseq_0036"	"PBANKA_103770"	290559	"PbGEM-535611"	1337	1404
"PbSTM74"	"barseq_0036"	"PBANKA_061800"	290592	"PbGEM-534179"	2331	1657
"PbSTM74"	"barseq_0036"	"PBANKA_092690"	290621	"PbGEM-535011"	1001	1279
"PbSTM74"	"barseq_0036"	"PBANKA_122820"	290623	"PbGEM-538891"	1001	1249
"PbSTM74"	"barseq_0036"	"PBANKA_143280"	290634	"PbGEM-537363"	3044	1001
"PbSTM74"	"barseq_0036"	"PBANKA_133240"	290640	"PbGEM-536771"	1001	1207
"PbSTM74"	"barseq_0036"	"PBANKA_093770"	290646	"PbGEM-535123"	1001	1328
"PbSTM74"	"barseq_0036"	"PBANKA_141890"	290684	"PbGEM-539315"	1004	1001
"PbSTM74"	"barseq_0036"	"PBANKA_133390"	290736	"PbGEM-536795"	1269	1001
"PbSTM74"	"barseq_0036"	"PBANKA_091900"	290785	"PbGEM-538467"	1001	1964
"PbSTM74"	"barseq_0036"	"PBANKA_010040"	291600	"PbGEM-533099"	1001	2164
"PbSTM74"	"barseq_0036"	"PBANKA_110070"	291602	"PbGEM-535635"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_120370"	291619	"PbGEM-536075"	1856	1001
"PbSTM74"	"barseq_0036"	"PBANKA_100290"	291620	"PbGEM-535275"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_080390"	291628	"PbGEM-534483"	1282	1001
"PbSTM74"	"barseq_0036"	"PBANKA_110570"	291629	"PbGEM-538715"	1286	1182
"PbSTM74"	"barseq_0036"	"PBANKA_030630"	291631	"PbGEM-537955"	1001	1193
"PbSTM74"	"barseq_0036"	"PBANKA_020690"	291634	"PbGEM-533307"	1360	1001
"PbSTM74"	"barseq_0036"	"PBANKA_060950"	291654	"PbGEM-538203"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_121310"	291661	"PbGEM-536139"	1001	1044
"PbSTM74"	"barseq_0036"	"PBANKA_101250"	291666	"PbGEM-535379"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_081300"	291671	"PbGEM-534555"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_071720"	291672	"PbGEM-534387"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_051930"	291686	"PbGEM-533899"	1001	1780
"PbSTM74"	"barseq_0036"	"PBANKA_051950"	291687	"PbGEM-533923"	2096	1071
"PbSTM74"	"barseq_0036"	"PBANKA_100130"	291699	"PbGEM-535243"	1713	1001
"PbSTM74"	"barseq_0036"	"PBANKA_010190"	291701	"PbGEM-533115"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_040350"	291711	"PbGEM-538043"	2318	1001
"PbSTM74"	"barseq_0036"	"PBANKA_030830"	291737	"PbGEM-537987"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_100840"	291744	"PbGEM-535339"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_130790"	291745	"PbGEM-536539"	1120	2705
"PbSTM74"	"barseq_0036"	"PBANKA_021300"	291756	"PbGEM-533363"	1045	1494
"PbSTM74"	"barseq_0036"	"PBANKA_141610"	291769	"PbGEM-537155"	1329	1122
"PbSTM74"	"barseq_0036"	"PBANKA_080580"	291825	"PbGEM-534507"	2000	1001
"PbSTM74"	"barseq_0036"	"PBANKA_021100"	291842	"PbGEM-537915"	1001	1425
"PbSTM74"	"barseq_0036"	"PBANKA_100030"	291878	"PbGEM-535235"	1762	1001
"PbSTM74"	"barseq_0036"	"PBANKA_070760"	291919	"PbGEM-534291"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_061910"	292716	"PbGEM-534203"	3057	1001
"PbSTM74"	"barseq_0036"	"PBANKA_112310"	292727	"PbGEM-535795"	1038	1001
"PbSTM74"	"barseq_0036"	"PBANKA_132210"	292737	"PbGEM-539091"	1282	1001
"PbSTM74"	"barseq_0036"	"PBANKA_122480"	292743	"PbGEM-536307"	1001	1834
"PbSTM74"	"barseq_0036"	"PBANKA_112750"	292753	"PbGEM-538739"	1187	1001
"PbSTM74"	"barseq_0036"	"PBANKA_092720"	292754	"PbGEM-535019"	1001	1244
"PbSTM74"	"barseq_0036"	"PBANKA_132710"	292758	"PbGEM-539099"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_092850"	292759	"PbGEM-538515"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_093410"	292769	"PbGEM-535083"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_113490"	292771	"PbGEM-535875"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_143990"	292779	"PbGEM-537483"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_124600"	292802	"PbGEM-536459"	1001	1191
"PbSTM74"	"barseq_0036"	"PBANKA_144650"	292803	"PbGEM-537579"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_122180"	292815	"PbGEM-536219"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_122360"	292823	"PbGEM-536259"	1774	1017
"PbSTM74"	"barseq_0036"	"PBANKA_092380"	292829	"PbGEM-538483"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_082330"	292831	"PbGEM-534643"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_142680"	292842	"PbGEM-537283"	1001	1126
"PbSTM74"	"barseq_0036"	"PBANKA_132690"	292850	"PbGEM-536739"	1001	1742
"PbSTM74"	"barseq_0036"	"PBANKA_143670"	292866	"PbGEM-537435"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_144340"	292887	"PbGEM-537539"	1001	1001
"PbSTM74"	"barseq_0036"	"PBANKA_093310"	292952	"PbGEM-535067"	1133	1001
"PbSTM74"	"barseq_0036"	"PBANKA_062070"	292997	"PbGEM-534219"	1749	1001
"PbSTM74"	"barseq_0036"	"PBANKA_052240"	293005	"PbGEM-538163"	1001	1395
"PbSTM74"	"barseq_0036"	"PBANKA_052270"	293008	"PbGEM-533947"	1001	1212
"PbSTM74"	"barseq_0036"	"PBANKA_143190"	293042	"PbGEM-537347"	1001	2151
						
"PbSTM85"	"barseq_0110"	"PBANKA_060280"	21901	"PbGEM-017355"	3667	2285
"PbSTM85"	"barseq_0110"	"PBANKA_071200"	22077	"PbGEM-111882"	1889	3297
"PbSTM85"	"barseq_0110"	"PBANKA_093020"	22176	"PbGEM-112473"	1837	4440
"PbSTM85"	"barseq_0110"	"PBANKA_080320"	22248	"PbGEM-090247"	4953	1117
"PbSTM85"	"barseq_0110"	"PBANKA_121190"	22243	"PbGEM-102240"	1949	515
"PbSTM85"	"barseq_0110"	"PBANKA_052050"	22429	"PbGEM-086609"	2996	615
"PbSTM85"	"barseq_0110"	"PBANKA_101710"	22432	"PbGEM-096468"	4194	597
"PbSTM85"	"barseq_0110"	"PBANKA_103320"	22422	"PbGEM-097527"	1066	4536
"PbSTM85"	"barseq_0110"	"PBANKA_110510"	22431	"PbGEM-098382"	922	1550
"PbSTM85"	"barseq_0110"	"PBANKA_145640"	22490	"PbGEM-070361"	1074	5974
"PbSTM85"	"barseq_0110"	"PBANKA_021350"	22540	"PbGEM-008508"	7174	654
"PbSTM85"	"barseq_0110"	"PBANKA_090410"	22608	"PbGEM-092737"	6014	4471
"PbSTM85"	"barseq_0110"	"PBANKA_110710"	23045	"PbGEM-122082"	614	5850
"PbSTM85"	"barseq_0110"	"PBANKA_093910"	23264	"PbGEM-033587"	3325	1753
"PbSTM85"	"barseq_0110"	"PBANKA_142090"	23240	"PbGEM-065186"	448	2848
"PbSTM85"	"barseq_0110"	"PBANKA_121940"	23450	"PbGEM-102740"	10565	855
"PbSTM85"	"barseq_0110"	"PBANKA_122570"	23408	"PbGEM-050111"	4288	976
"PbSTM85"	"barseq_0110"	"PBANKA_140910"	23474	"PbGEM-109737"	7889	908
"PbSTM85"	"barseq_0110"	"PBANKA_040740"	144602	"PbGEM-229557"	1867	401
"PbSTM85"	"barseq_0110"	"PBANKA_122770"	144628	"PbGEM-252597"	401	9522
"PbSTM85"	"barseq_0110"	"PBANKA_083630"	143141	"PbGEM-260364"	2562	401
"PbSTM85"	"barseq_0110"	"PBANKA_140060"	143142	"PbGEM-256118"	5066	977
"PbSTM85"	"barseq_0110"	"PBANKA_124300"	143216	"PbGEM-261876"	1206	3778
"PbSTM85"	"barseq_0110"	"PBANKA_100650"	143851	"PbGEM-244127"	4876	1172
"PbSTM85"	"barseq_0110"	"PBANKA_133840"	143884	"PbGEM-252256"	6090	966
"PbSTM85"	"barseq_0110"	"PBANKA_081170"	144104	"PbGEM-237542"	3707	2538
"PbSTM85"	"barseq_0110"	"PBANKA_081530"	144202	"PbGEM-238350"	2063	3025
"PbSTM85"	"barseq_0110"	"PBANKA_093430"	179089	"PbGEM-240038"	3110	1938
"PbSTM85"	"barseq_0110"	"PBANKA_121760"	179108	"PbGEM-248555"	4961	999
"PbSTM85"	"barseq_0110"	"PBANKA_142190"	180684	"PbGEM-257157"	3251	952
"PbSTM85"	"barseq_0110"	"PBANKA_094320"	142049	"PbGEM-264740"	4234	2010
"PbSTM85"	"barseq_0110"	"PBANKA_070840"	142966	"PbGEM-265316"	5937	1841
"PbSTM85"	"barseq_0110"	"PBANKA_111700"	141914	"PbGEM-299771"	8483	713
"PbSTM85"	"barseq_0110"	"PBANKA_142060"	142520	"PbGEM-256860"	8441	681
"PbSTM85"	"barseq_0110"	"PBANKA_144580"	142509	"PbGEM-258683"	6194	914
"PbSTM85"	"barseq_0110"	"PBANKA_092230"	143479	"PbGEM-289689"	3533	1212
"PbSTM85"	"barseq_0110"	"PBANKA_123005"	143825	"PbGEM-307546"	1256	3386
"PbSTM85"	"barseq_0110"	"PBANKA_091480"	134270	"PbGEM-288881"	4184	2387
"PbSTM85"	"barseq_0110"	"PBANKA_111390"	152344	"PbGEM-335067"	1001	7092
"PbSTM85"	"barseq_0110"	"PBANKA_080180"	182419	"PbGEM-331219"	1798	1001
"PbSTM85"	"barseq_0110"	"PBANKA_136270"	182575	"PbGEM-254930"	1814	7570
"PbSTM85"	"barseq_0110"	"PBANKA_020290"	134649	"PbGEM-228217"	5190	1281
"PbSTM85"	"barseq_0110"	"PBANKA_133530"	134618	"PbGEM-250927"	3134	2152
"PbSTM85"	"barseq_0110"	"PBANKA_135900"	134652	"PbGEM-253633"	1314	4604
"PbSTM85"	"barseq_0110"	"PBANKA_060930"	209183	"PbGEM-330107"	5357	2695
"PbSTM85"	"barseq_0110"	"PBANKA_102550"	210092	"PbGEM-334155"	1093	1001
"PbSTM85"	"barseq_0110"	"PBANKA_145010"	208005	"PbGEM-343388"	3076	1392
"PbSTM85"	"barseq_0110"	"PBANKA_020660"	212454	"PbGEM-328035"	1001	3866
"PbSTM85"	"barseq_0110"	"PBANKA_093780"	218844	"PbGEM-333139"	1001	8687
"PbSTM85"	"barseq_0110"	"PBANKA_113510"	224757	"PbGEM-302090"	2421	3817
"PbSTM85"	"barseq_0110"	"PBANKA_135440"	224999	"PbGEM-338907"	6250	1001
"PbSTM85"	"barseq_0110"	"PBANKA_130400"	229655	"PbGEM-310447"	5875	2015
"PbSTM85"	"barseq_0110"	"PBANKA_010790"	231815	"PbGEM-266987"	1268	4887
"PbSTM85"	"barseq_0110"	"PBANKA_110950"	234939	"PbGEM-298917"	6965	1874
"PbSTM85"	"barseq_0110"	"PBANKA_010670"	232762	"PbGEM-266835"	1122	3574
"PbSTM85"	"barseq_0110"	"PBANKA_141010"	233788	"PbGEM-339627"	10260	1001
"PbSTM85"	"barseq_0110"	"PBANKA_092040"	240754	"PbGEM-332715"	1001	1001
"PbSTM85"	"barseq_0110"	"PBANKA_092100"	240760	"PbGEM-289585"	4222	3456
"PbSTM85"	"barseq_0110"	"PBANKA_122260"	240769	"PbGEM-336731"	3312	1001
"PbSTM85"	"barseq_0110"	"PBANKA_142120"	240757	"PbGEM-321139"	1688	4955
"PbSTM85"	"barseq_0110"	"PBANKA_131440"	240783	"PbGEM-337755"	4279	1001
"PbSTM85"	"barseq_0110"	"PBANKA_031410"	240868	"PbGEM-271066"	4601	3440
"PbSTM85"	"barseq_0110"	"PBANKA_061730"	240896	"PbGEM-278994"	1903	3286
"PbSTM85"	"barseq_0110"	"PBANKA_061870"	240913	"PbGEM-279226"	2723	1867
"PbSTM85"	"barseq_0110"	"PBANKA_091780"	240903	"PbGEM-289257"	3942	1305
"PbSTM85"	"barseq_0110"	"PBANKA_102100"	240958	"PbGEM-295238"	1007	1590
"PbSTM85"	"barseq_0110"	"PBANKA_132040"	240952	"PbGEM-337955"	4023	1001
"PbSTM85"	"barseq_0110"	"PBANKA_062110"	241032	"PbGEM-279554"	5715	1469
"PbSTM85"	"barseq_0110"	"PBANKA_101780"	241005	"PbGEM-333955"	1001	6777
"PbSTM85"	"barseq_0110"	"PBANKA_112150"	241025	"PbGEM-300427"	7465	1157
"PbSTM85"	"barseq_0110"	"PBANKA_061650"	244035	"PbGEM-278882"	4601	2195
"PbSTM85"	"barseq_0110"	"PBANKA_081800"	244040	"PbGEM-331659"	1776	1001
"PbSTM85"	"barseq_0110"	"PBANKA_082540"	244115	"PbGEM-259556"	1178	1439
"PbSTM85"	"barseq_0110"	"PBANKA_102380"	244095	"PbGEM-334083"	1001	1154
