TgID,PfID,PbID,toxophenotype
TGGT1_264260,#N/A,#N/A,0.91
TGGT1_216415,#N/A,#N/A,0.91
TGGT1_204460,#N/A,#N/A,0.91
TGGT1_235130,PF3D7_0210600,PBANKA_0307500,0.91
TGGT1_244260,#N/A,#N/A,0.91
TGGT1_257340,#N/A,#N/A,0.91
TGGT1_249540,#N/A,#N/A,0.91
TGGT1_213860,#N/A,#N/A,0.91
TGGT1_266090,PF3D7_1471500,PBANKA_1334700,0.91
TGGT1_208710,#N/A,#N/A,0.91
TGGT1_283800,#N/A,#N/A,0.91
TGGT1_208310,#N/A,#N/A,0.91
TGGT1_216940,#N/A,#N/A,0.91
TGGT1_240500,#N/A,#N/A,0.91
TGGT1_205430,#N/A,#N/A,0.91
TGGT1_203330,#N/A,#N/A,0.92
TGGT1_228065,#N/A,#N/A,0.92
TGGT1_221415,#N/A,#N/A,0.92
TGGT1_276155,#N/A,#N/A,0.92
TGGT1_357130,#N/A,#N/A,0.92
TGGT1_315345,#N/A,#N/A,0.92
TGGT1_260870,PF3D7_0302700,PBANKA_0401300,0.92
TGGT1_235590,#N/A,#N/A,0.92
TGGT1_245435,#N/A,#N/A,0.92
TGGT1_246555,#N/A,#N/A,0.92
TGGT1_278753,#N/A,#N/A,0.92
TGGT1_292350,#N/A,#N/A,0.92
TGGT1_219730,#N/A,#N/A,0.92
TGGT1_258890,#N/A,#N/A,0.92
TGGT1_200270,#N/A,#N/A,0.93
TGGT1_361050,#N/A,#N/A,0.93
TGGT1_275380,#N/A,#N/A,0.93
TGGT1_221180,#N/A,#N/A,0.93
TGGT1_318525,#N/A,#N/A,0.93
TGGT1_216155,#N/A,#N/A,0.93
TGGT1_210412,#N/A,#N/A,0.93
TGGT1_312960,#N/A,#N/A,0.93
TGGT1_281560,#N/A,#N/A,0.93
TGGT1_294210,#N/A,#N/A,0.93
TGGT1_306520,#N/A,#N/A,0.93
TGGT1_270820,#N/A,#N/A,0.93
TGGT1_220600,#N/A,#N/A,0.93
TGGT1_315570,#N/A,#N/A,0.93
TGGT1_233220,#N/A,#N/A,0.93
TGGT1_208350,#N/A,#N/A,0.93
TGGT1_232500,#N/A,#N/A,0.93
TGGT1_228290,#N/A,#N/A,0.93
TGGT1_259630,PF3D7_0518900,PBANKA_1233700,0.94
TGGT1_207407,#N/A,#N/A,0.94
TGGT1_267290,#N/A,#N/A,0.94
TGGT1_257572,#N/A,#N/A,0.94
TGGT1_263323,PF3D7_1325600,PBANKA_1340700,0.94
TGGT1_274040,#N/A,#N/A,0.94
TGGT1_209940,#N/A,#N/A,0.94
TGGT1_297900,#N/A,#N/A,0.94
TGGT1_269600,#N/A,#N/A,0.94
TGGT1_209583,#N/A,#N/A,0.94
TGGT1_228395,#N/A,#N/A,0.94
TGGT1_261040,#N/A,#N/A,0.94
TGGT1_224140,#N/A,#N/A,0.94
TGGT1_282230,#N/A,#N/A,0.94
TGGT1_260460,PF3D7_0626100,PBANKA_1124900,0.94
TGGT1_210740,#N/A,#N/A,0.94
TGGT1_202620,#N/A,#N/A,0.94
TGGT1_218580,PF3D7_1429400,PBANKA_1015300,0.94
TGGT1_244360,PF3D7_1420100,PBANKA_1023100,0.95
TGGT1_316320,PF3D7_0302600,PBANKA_0401200,0.95
TGGT1_286680,#N/A,#N/A,0.95
TGGT1_307480,#N/A,#N/A,0.95
TGGT1_291075,#N/A,#N/A,0.95
TGGT1_264600,#N/A,#N/A,0.95
TGGT1_249670,#N/A,#N/A,0.95
TGGT1_289620,#N/A,#N/A,0.95
TGGT1_273860,#N/A,#N/A,0.95
TGGT1_363620,#N/A,#N/A,0.95
TGGT1_220870,#N/A,#N/A,0.95
TGGT1_291970,#N/A,#N/A,0.95
TGGT1_313040,#N/A,#N/A,0.95
TGGT1_320525,#N/A,#N/A,0.96
TGGT1_231865,#N/A,#N/A,0.96
TGGT1_226300,#N/A,#N/A,0.96
TGGT1_215180,#N/A,#N/A,0.96
TGGT1_202610,#N/A,#N/A,0.96
TGGT1_210320,#N/A,#N/A,0.96
TGGT1_205060,#N/A,#N/A,0.96
TGGT1_268940,#N/A,#N/A,0.96
TGGT1_258880,#N/A,#N/A,0.96
TGGT1_266785,#N/A,#N/A,0.96
TGGT1_242900,#N/A,#N/A,0.96
TGGT1_225220,#N/A,#N/A,0.96
TGGT1_235920,#N/A,#N/A,0.96
TGGT1_219828,#N/A,#N/A,0.96
TGGT1_236950,#N/A,#N/A,0.96
TGGT1_231780,#N/A,#N/A,0.96
TGGT1_318450,#N/A,#N/A,0.96
TGGT1_313930,PF3D7_0709000,PBANKA_1219500,0.96
TGGT1_216285,#N/A,#N/A,0.96
TGGT1_262090,PF3D7_1115100,PBANKA_0932600,0.96
TGGT1_305830,#N/A,#N/A,0.96
TGGT1_289850,#N/A,#N/A,0.96
TGGT1_307260,#N/A,#N/A,0.96
TGGT1_306450,#N/A,#N/A,0.96
TGGT1_218740,#N/A,#N/A,0.97
TGGT1_314430,#N/A,#N/A,0.97
TGGT1_227590,#N/A,#N/A,0.97
TGGT1_253480,#N/A,#N/A,0.97
TGGT1_258618,#N/A,#N/A,0.97
TGGT1_260850,#N/A,#N/A,0.97
TGGT1_256700,#N/A,#N/A,0.97
TGGT1_409720,#N/A,#N/A,0.97
TGGT1_244660,#N/A,#N/A,0.97
TGGT1_267380,#N/A,#N/A,0.97
TGGT1_246485,#N/A,#N/A,0.97
TGGT1_225955,#N/A,#N/A,0.97
TGGT1_205390,#N/A,#N/A,0.97
TGGT1_255730,#N/A,#N/A,0.97
TGGT1_284670,PF3D7_0419000,PBANKA_0721100,0.98
TGGT1_238860,#N/A,#N/A,0.98
TGGT1_258230,#N/A,#N/A,0.98
TGGT1_239600,#N/A,#N/A,0.98
TGGT1_227010,#N/A,#N/A,0.98
TGGT1_239880,#N/A,#N/A,0.98
TGGT1_309150,#N/A,#N/A,0.98
TGGT1_280518,#N/A,#N/A,0.98
TGGT1_200385,#N/A,#N/A,0.98
TGGT1_261390,#N/A,#N/A,0.98
TGGT1_310480,#N/A,#N/A,0.98
TGGT1_408550,#N/A,#N/A,0.98
TGGT1_241130,#N/A,#N/A,0.98
TGGT1_261700,#N/A,#N/A,0.99
TGGT1_240230,#N/A,#N/A,0.99
TGGT1_263430,#N/A,#N/A,0.99
TGGT1_305120,#N/A,#N/A,0.99
TGGT1_217680,#N/A,#N/A,0.99
TGGT1_207790,PF3D7_1466600,PBANKA_1330000,0.99
TGGT1_228990,#N/A,#N/A,0.99
TGGT1_252300,#N/A,#N/A,0.99
TGGT1_216585,#N/A,#N/A,0.99
TGGT1_255620,#N/A,#N/A,0.99
TGGT1_229680,#N/A,#N/A,0.99
TGGT1_253110,#N/A,#N/A,0.99
TGGT1_232410,PF3D7_0919300,PBANKA_0820200,0.99
TGGT1_227440,PF3D7_0803300,PBANKA_1226900,0.99
TGGT1_263730,PF3D7_0306400,PBANKA_0404800,0.99
TGGT1_262630,#N/A,#N/A,1
TGGT1_290860,#N/A,#N/A,1
TGGT1_278180,#N/A,#N/A,1
TGGT1_309210,#N/A,#N/A,1
TGGT1_248280,#N/A,#N/A,1
TGGT1_265810,#N/A,#N/A,1
TGGT1_200450,#N/A,#N/A,1
TGGT1_312950,#N/A,#N/A,1
TGGT1_321490,#N/A,#N/A,1
TGGT1_230135,#N/A,#N/A,1
TGGT1_222080,#N/A,#N/A,1
TGGT1_273720,#N/A,#N/A,1
TGGT1_246010,#N/A,#N/A,1
TGGT1_225830,#N/A,#N/A,1
TGGT1_294280,#N/A,#N/A,1
TGGT1_279400,#N/A,#N/A,1
TGGT1_301240,#N/A,#N/A,1
TGGT1_200595,#N/A,#N/A,1
TGGT1_249390,PF3D7_0802000,PBANKA_1228200,1
TGGT1_211030,#N/A,#N/A,1.01
TGGT1_277830,#N/A,#N/A,1.01
TGGT1_310670,#N/A,#N/A,1.01
TGGT1_214760,#N/A,#N/A,1.01
TGGT1_216130,#N/A,#N/A,1.01
TGGT1_286570,#N/A,#N/A,1.01
TGGT1_278510,#N/A,#N/A,1.01
TGGT1_295600,#N/A,#N/A,1.01
TGGT1_204360,#N/A,#N/A,1.01
TGGT1_207610,#N/A,#N/A,1.01
TGGT1_256040,#N/A,#N/A,1.01
TGGT1_216890,PF3D7_1472300,PBANKA_1335500,1.01
TGGT1_224620,#N/A,#N/A,1.02
TGGT1_280375,#N/A,#N/A,1.02
TGGT1_244440,#N/A,#N/A,1.02
TGGT1_228430,#N/A,#N/A,1.02
TGGT1_237195,#N/A,#N/A,1.02
TGGT1_238020,#N/A,#N/A,1.02
TGGT1_247960,#N/A,#N/A,1.02
TGGT1_259710,PF3D7_0816400,PBANKA_0714400,1.02
TGGT1_261075,#N/A,#N/A,1.02
TGGT1_209485,#N/A,#N/A,1.02
TGGT1_288945,#N/A,#N/A,1.02
TGGT1_295950,#N/A,#N/A,1.02
TGGT1_217430,#N/A,#N/A,1.02
TGGT1_254670,PF3D7_1204400,PBANKA_0603300,1.03
TGGT1_223845,#N/A,#N/A,1.03
TGGT1_251550,PF3D7_0810000,PBANKA_1427500,1.03
TGGT1_305810,#N/A,#N/A,1.03
TGGT1_224110,#N/A,#N/A,1.03
TGGT1_224990,#N/A,#N/A,1.03
TGGT1_300090,#N/A,#N/A,1.03
TGGT1_300120,#N/A,#N/A,1.03
TGGT1_266700,#N/A,#N/A,1.03
TGGT1_308020,#N/A,#N/A,1.03
TGGT1_319970,#N/A,#N/A,1.03
TGGT1_202205,#N/A,#N/A,1.03
TGGT1_244620,#N/A,#N/A,1.03
TGGT1_289030,#N/A,#N/A,1.03
TGGT1_321685,#N/A,#N/A,1.03
TGGT1_265455,#N/A,#N/A,1.04
TGGT1_219175,#N/A,#N/A,1.04
TGGT1_209040,#N/A,#N/A,1.04
TGGT1_289060,#N/A,#N/A,1.04
TGGT1_310177,#N/A,#N/A,1.04
TGGT1_215220,#N/A,#N/A,1.04
TGGT1_247660,#N/A,#N/A,1.04
TGGT1_219218,#N/A,#N/A,1.04
TGGT1_297850,#N/A,#N/A,1.04
TGGT1_266470,PF3D7_1033300,PBANKA_0517100,1.04
TGGT1_263010,#N/A,#N/A,1.04
TGGT1_315520,#N/A,#N/A,1.04
TGGT1_244940,#N/A,#N/A,1.04
TGGT1_462967,#N/A,#N/A,1.04
TGGT1_209930,#N/A,#N/A,1.05
TGGT1_247305,#N/A,#N/A,1.05
TGGT1_225105,#N/A,#N/A,1.05
TGGT1_409580,#N/A,#N/A,1.05
TGGT1_278410,#N/A,#N/A,1.05
TGGT1_309195,#N/A,#N/A,1.05
TGGT1_272410,#N/A,#N/A,1.05
TGGT1_218520,#N/A,#N/A,1.05
TGGT1_261260A,#N/A,#N/A,1.05
TGGT1_254790,#N/A,#N/A,1.05
TGGT1_251800,#N/A,#N/A,1.05
TGGT1_258490,#N/A,#N/A,1.06
TGGT1_203985,#N/A,#N/A,1.06
TGGT1_277930,#N/A,#N/A,1.06
TGGT1_301140,#N/A,#N/A,1.06
TGGT1_227030,#N/A,#N/A,1.06
TGGT1_311790,#N/A,#N/A,1.06
TGGT1_269860,#N/A,#N/A,1.06
TGGT1_204870,#N/A,#N/A,1.06
TGGT1_319680,PF3D7_0922300,PBANKA_0823200,1.06
TGGT1_226515,#N/A,#N/A,1.06
TGGT1_270060,#N/A,#N/A,1.07
TGGT1_312470,#N/A,#N/A,1.07
TGGT1_234570,#N/A,#N/A,1.07
TGGT1_219620,#N/A,#N/A,1.07
TGGT1_210370,#N/A,#N/A,1.07
TGGT1_234530,#N/A,#N/A,1.07
TGGT1_314482,#N/A,#N/A,1.07
TGGT1_248310,PF3D7_1243500,PBANKA_1456800,1.07
TGGT1_316260,#N/A,#N/A,1.07
TGGT1_211630,#N/A,#N/A,1.07
TGGT1_284420,#N/A,#N/A,1.07
TGGT1_205210,#N/A,#N/A,1.07
TGGT1_289170,PF3D7_1404600,PBANKA_1037500,1.07
TGGT1_239430,#N/A,#N/A,1.07
TGGT1_224630,#N/A,#N/A,1.07
TGGT1_203790,#N/A,#N/A,1.07
TGGT1_217720,#N/A,#N/A,1.07
TGGT1_278530,PF3D7_1128200,PBANKA_0920000,1.07
TGGT1_224040,#N/A,#N/A,1.07
TGGT1_318742,#N/A,#N/A,1.07
TGGT1_227330,#N/A,#N/A,1.08
TGGT1_310740,#N/A,#N/A,1.08
TGGT1_286660,#N/A,#N/A,1.08
TGGT1_203665,#N/A,#N/A,1.08
TGGT1_290280,#N/A,#N/A,1.08
TGGT1_210715,#N/A,#N/A,1.08
TGGT1_203800,#N/A,#N/A,1.08
TGGT1_267070,#N/A,#N/A,1.08
TGGT1_262740,#N/A,#N/A,1.08
TGGT1_215775,#N/A,#N/A,1.08
TGGT1_278860,#N/A,#N/A,1.08
TGGT1_311300,#N/A,#N/A,1.08
TGGT1_224890,#N/A,#N/A,1.08
TGGT1_205398,#N/A,#N/A,1.08
TGGT1_269438,#N/A,#N/A,1.09
TGGT1_212200,PF3D7_0827700,PBANKA_0703000,1.09
TGGT1_236030,#N/A,#N/A,1.09
TGGT1_319360,#N/A,#N/A,1.09
TGGT1_225460,#N/A,#N/A,1.09
TGGT1_318550,#N/A,#N/A,1.09
TGGT1_275798,#N/A,#N/A,1.09
TGGT1_260370,PF3D7_0205800,PBANKA_0303500,1.09
TGGT1_285190,#N/A,#N/A,1.09
TGGT1_309550,#N/A,#N/A,1.09
TGGT1_246930,#N/A,#N/A,1.09
TGGT1_293620,#N/A,#N/A,1.09
TGGT1_289360,#N/A,#N/A,1.09
TGGT1_208730,#N/A,#N/A,1.09
TGGT1_288590,#N/A,#N/A,1.09
TGGT1_309405,#N/A,#N/A,1.1
TGGT1_232035,#N/A,#N/A,1.1
TGGT1_263290,#N/A,#N/A,1.1
TGGT1_314000,#N/A,#N/A,1.1
TGGT1_314550,#N/A,#N/A,1.1
TGGT1_304740,#N/A,#N/A,1.1
TGGT1_264075,#N/A,#N/A,1.1
TGGT1_226310,#N/A,#N/A,1.1
TGGT1_266690,#N/A,#N/A,1.1
TGGT1_262960,#N/A,#N/A,1.1
TGGT1_362090,#N/A,#N/A,1.1
TGGT1_286130,#N/A,#N/A,1.1
TGGT1_216875,PF3D7_1331400,PBANKA_1346300,1.1
TGGT1_223520,#N/A,#N/A,1.1
TGGT1_286720,#N/A,#N/A,1.1
TGGT1_232475,#N/A,#N/A,1.1
TGGT1_209800,#N/A,#N/A,1.1
TGGT1_308990,#N/A,#N/A,1.1
TGGT1_320660,#N/A,#N/A,1.1
TGGT1_262730,#N/A,#N/A,1.11
TGGT1_305130,#N/A,#N/A,1.11
TGGT1_313740,PF3D7_1464200,PBANKA_1327600,1.11
TGGT1_300360,#N/A,#N/A,1.11
TGGT1_262120,#N/A,#N/A,1.11
TGGT1_313680,#N/A,#N/A,1.11
TGGT1_237510,#N/A,#N/A,1.11
TGGT1_213445,#N/A,#N/A,1.11
TGGT1_208380,#N/A,#N/A,1.11
TGGT1_217875,#N/A,#N/A,1.11
TGGT1_243378,#N/A,#N/A,1.11
TGGT1_285930,#N/A,#N/A,1.11
TGGT1_286010,#N/A,#N/A,1.11
TGGT1_314250,#N/A,#N/A,1.11
TGGT1_306700,#N/A,#N/A,1.11
TGGT1_259100,#N/A,#N/A,1.11
TGGT1_253820,#N/A,#N/A,1.11
TGGT1_215140,#N/A,#N/A,1.11
TGGT1_263215,#N/A,#N/A,1.11
TGGT1_310045,#N/A,#N/A,1.11
TGGT1_209755B,#N/A,#N/A,1.12
TGGT1_203250,#N/A,#N/A,1.12
TGGT1_224520,PF3D7_0525800,PBANKA_1240600,1.12
TGGT1_263850,PF3D7_1116900,PBANKA_0931100,1.12
TGGT1_212240,#N/A,#N/A,1.12
TGGT1_356590,#N/A,#N/A,1.12
TGGT1_252190,#N/A,#N/A,1.12
TGGT1_235690,#N/A,#N/A,1.12
TGGT1_243382,#N/A,#N/A,1.12
TGGT1_232690,PF3D7_1218400,PBANKA_1434000,1.12
TGGT1_203230,#N/A,#N/A,1.12
TGGT1_291960,#N/A,#N/A,1.13
TGGT1_304920,#N/A,#N/A,1.13
TGGT1_223830,#N/A,#N/A,1.13
TGGT1_254320,#N/A,#N/A,1.13
TGGT1_204130,#N/A,#N/A,1.13
TGGT1_299780,#N/A,#N/A,1.13
TGGT1_237500,#N/A,#N/A,1.13
TGGT1_295360,#N/A,#N/A,1.13
TGGT1_201260,#N/A,#N/A,1.13
TGGT1_362200,#N/A,#N/A,1.13
TGGT1_213680,#N/A,#N/A,1.13
TGGT1_272620,#N/A,#N/A,1.13
TGGT1_206540,#N/A,#N/A,1.13
TGGT1_231950,#N/A,#N/A,1.13
TGGT1_232030,#N/A,#N/A,1.13
TGGT1_288845,#N/A,#N/A,1.13
TGGT1_255330,PF3D7_0703700,PBANKA_0801400,1.13
TGGT1_261400,#N/A,#N/A,1.14
TGGT1_201895,#N/A,#N/A,1.14
TGGT1_272460,#N/A,#N/A,1.14
TGGT1_360620,#N/A,#N/A,1.14
TGGT1_238165,#N/A,#N/A,1.14
TGGT1_293490,#N/A,#N/A,1.14
TGGT1_212030,#N/A,#N/A,1.14
TGGT1_247400,#N/A,#N/A,1.14
TGGT1_222090,PF3D7_0414300,PBANKA_0716300,1.14
TGGT1_269775,#N/A,#N/A,1.14
TGGT1_232950,#N/A,#N/A,1.14
TGGT1_230205,#N/A,#N/A,1.14
TGGT1_244515,PF3D7_1327100,PBANKA_1342300,1.14
TGGT1_243680,#N/A,#N/A,1.14
TGGT1_409630,#N/A,#N/A,1.14
TGGT1_206660,#N/A,#N/A,1.14
TGGT1_286120,#N/A,#N/A,1.15
TGGT1_278390,#N/A,#N/A,1.15
TGGT1_291130,#N/A,#N/A,1.15
TGGT1_300070,#N/A,#N/A,1.15
TGGT1_239670,#N/A,#N/A,1.15
TGGT1_259530,#N/A,#N/A,1.15
TGGT1_268620,PF3D7_1207700,PBANKA_0606200,1.15
TGGT1_287490,#N/A,#N/A,1.15
TGGT1_361090,#N/A,#N/A,1.15
TGGT1_315300,PF3D7_0508400,PBANKA_1108000,1.15
TGGT1_248430,#N/A,#N/A,1.15
TGGT1_252390,#N/A,#N/A,1.15
TGGT1_316250,#N/A,#N/A,1.15
TGGT1_245710,#N/A,#N/A,1.15
TGGT1_226420,#N/A,#N/A,1.15
TGGT1_358840,#N/A,#N/A,1.15
TGGT1_307460,#N/A,#N/A,1.16
TGGT1_219110,#N/A,#N/A,1.16
TGGT1_234460,#N/A,#N/A,1.16
TGGT1_280460,#N/A,#N/A,1.16
TGGT1_221675A,#N/A,#N/A,1.16
TGGT1_316560,#N/A,#N/A,1.16
TGGT1_258950,PF3D7_0103900,PBANKA_0209200,1.16
TGGT1_360740,#N/A,#N/A,1.16
TGGT1_288020,#N/A,#N/A,1.16
TGGT1_255380,#N/A,#N/A,1.17
TGGT1_231450,#N/A,#N/A,1.17
TGGT1_226290,#N/A,#N/A,1.17
TGGT1_240620,#N/A,#N/A,1.17
TGGT1_309840,#N/A,#N/A,1.17
TGGT1_253710,#N/A,#N/A,1.17
TGGT1_243190,#N/A,#N/A,1.17
TGGT1_306334,#N/A,#N/A,1.17
TGGT1_268230,#N/A,#N/A,1.17
TGGT1_229390,#N/A,#N/A,1.17
TGGT1_297065,#N/A,#N/A,1.17
TGGT1_232290,PF3D7_1466000,PBANKA_1329400,1.17
TGGT1_310030,PF3D7_0105300,PBANKA_0208000,1.17
TGGT1_293190,#N/A,#N/A,1.18
TGGT1_221240,#N/A,#N/A,1.18
TGGT1_314487,#N/A,#N/A,1.18
TGGT1_285980A,#N/A,#N/A,1.18
TGGT1_290010,#N/A,#N/A,1.18
TGGT1_206620,#N/A,#N/A,1.18
TGGT1_278370,#N/A,#N/A,1.18
TGGT1_215960,#N/A,#N/A,1.18
TGGT1_217930,#N/A,#N/A,1.18
TGGT1_209850,#N/A,#N/A,1.18
TGGT1_217915,#N/A,#N/A,1.18
TGGT1_248460,PF3D7_0819600,PBANKA_0711200,1.18
TGGT1_215680,#N/A,#N/A,1.18
TGGT1_289580,#N/A,#N/A,1.18
TGGT1_282160,#N/A,#N/A,1.18
TGGT1_254890,#N/A,#N/A,1.18
TGGT1_228380,#N/A,#N/A,1.18
TGGT1_268970,#N/A,#N/A,1.19
TGGT1_237600,#N/A,#N/A,1.19
TGGT1_310055,#N/A,#N/A,1.19
TGGT1_232590,PF3D7_0918900,PBANKA_0819800,1.19
TGGT1_204420,#N/A,#N/A,1.19
TGGT1_243580,PF3D7_0817500,PBANKA_0713300,1.19
TGGT1_409830,#N/A,#N/A,1.19
TGGT1_237540,#N/A,#N/A,1.19
TGGT1_216290A,#N/A,#N/A,1.19
TGGT1_320580,#N/A,#N/A,1.19
TGGT1_236120,#N/A,#N/A,1.19
TGGT1_269110,PF3D7_0608800,PBANKA_0107400,1.2
TGGT1_245770A,#N/A,#N/A,1.2
TGGT1_262470,#N/A,#N/A,1.2
TGGT1_254020,PF3D7_1426300,PBANKA_1018300,1.2
TGGT1_211050,#N/A,#N/A,1.2
TGGT1_224905,#N/A,#N/A,1.2
TGGT1_207950,#N/A,#N/A,1.2
TGGT1_244030,#N/A,#N/A,1.2
TGGT1_278300,#N/A,#N/A,1.2
TGGT1_262870,#N/A,#N/A,1.2
TGGT1_209985,#N/A,#N/A,1.2
TGGT1_215290,PF3D7_0219100,PBANKA_0315500,1.2
TGGT1_260205,#N/A,#N/A,1.2
TGGT1_271750,#N/A,#N/A,1.2
TGGT1_289740,#N/A,#N/A,1.21
TGGT1_285920,#N/A,#N/A,1.21
TGGT1_211320,#N/A,#N/A,1.21
TGGT1_309920,#N/A,#N/A,1.21
TGGT1_246070,#N/A,#N/A,1.21
TGGT1_278700,#N/A,#N/A,1.21
TGGT1_283530,#N/A,#N/A,1.21
TGGT1_263520,PF3D7_0909500,PBANKA_0810700,1.21
TGGT1_254040,#N/A,#N/A,1.21
TGGT1_218300,#N/A,#N/A,1.21
TGGT1_207600,#N/A,#N/A,1.21
TGGT1_257760,#N/A,#N/A,1.21
TGGT1_204050,PF3D7_0507500,PBANKA_1107100,1.21
TGGT1_264700,#N/A,#N/A,1.21
TGGT1_315290,#N/A,#N/A,1.21
TGGT1_309560,#N/A,#N/A,1.21
TGGT1_231390,#N/A,#N/A,1.21
TGGT1_289720,#N/A,#N/A,1.21
TGGT1_209045,#N/A,#N/A,1.21
TGGT1_233040,#N/A,#N/A,1.22
TGGT1_240580,#N/A,#N/A,1.22
TGGT1_226450,#N/A,#N/A,1.22
TGGT1_259180,#N/A,#N/A,1.22
TGGT1_271115,#N/A,#N/A,1.22
TGGT1_248677,#N/A,#N/A,1.22
TGGT1_298060,#N/A,#N/A,1.22
TGGT1_262940,#N/A,#N/A,1.22
TGGT1_216770,#N/A,#N/A,1.22
TGGT1_310940,#N/A,#N/A,1.22
TGGT1_225490,#N/A,#N/A,1.22
TGGT1_233610,#N/A,#N/A,1.22
TGGT1_263250,#N/A,#N/A,1.22
TGGT1_232280,#N/A,#N/A,1.22
TGGT1_292150,#N/A,#N/A,1.22
TGGT1_253470,#N/A,#N/A,1.22
TGGT1_241175,#N/A,#N/A,1.23
TGGT1_270170,#N/A,#N/A,1.23
TGGT1_290590,#N/A,#N/A,1.23
TGGT1_290585,#N/A,#N/A,1.23
TGGT1_237170,#N/A,#N/A,1.23
TGGT1_267730,PF3D7_0212000,PBANKA_0308800,1.23
TGGT1_243420,#N/A,#N/A,1.23
TGGT1_220420,#N/A,#N/A,1.23
TGGT1_271590,#N/A,#N/A,1.23
TGGT1_287230,#N/A,#N/A,1.23
TGGT1_228360,#N/A,#N/A,1.23
TGGT1_200480,#N/A,#N/A,1.23
TGGT1_255710,#N/A,#N/A,1.23
TGGT1_220610,#N/A,#N/A,1.23
TGGT1_203685,#N/A,#N/A,1.23
TGGT1_251920,#N/A,#N/A,1.23
TGGT1_278090,#N/A,#N/A,1.23
TGGT1_245480,#N/A,#N/A,1.24
TGGT1_215343,#N/A,#N/A,1.24
TGGT1_232580,#N/A,#N/A,1.24
TGGT1_301400,#N/A,#N/A,1.24
TGGT1_233670,#N/A,#N/A,1.24
TGGT1_299010,#N/A,#N/A,1.24
TGGT1_256090,#N/A,#N/A,1.24
TGGT1_238160,#N/A,#N/A,1.24
TGGT1_226820,#N/A,#N/A,1.24
TGGT1_236975,#N/A,#N/A,1.24
TGGT1_270320,#N/A,#N/A,1.24
TGGT1_238150,#N/A,#N/A,1.24
TGGT1_246130,#N/A,#N/A,1.24
TGGT1_221270,#N/A,#N/A,1.24
TGGT1_262400,#N/A,#N/A,1.24
TGGT1_265360,#N/A,#N/A,1.25
TGGT1_246210,#N/A,#N/A,1.25
TGGT1_300080,#N/A,#N/A,1.25
TGGT1_205070,PF3D7_1416700,PBANKA_1026000,1.25
TGGT1_234260,#N/A,#N/A,1.25
TGGT1_239090,#N/A,#N/A,1.25
TGGT1_263330,#N/A,#N/A,1.25
TGGT1_257910B,#N/A,#N/A,1.25
TGGT1_222385,#N/A,#N/A,1.25
TGGT1_223010,#N/A,#N/A,1.25
TGGT1_273790,#N/A,#N/A,1.25
TGGT1_311170,#N/A,#N/A,1.25
TGGT1_270240,#N/A,#N/A,1.25
TGGT1_208530,PF3D7_0629100,PBANKA_1127700,1.25
TGGT1_247750,#N/A,#N/A,1.25
TGGT1_254590,#N/A,#N/A,1.25
TGGT1_226470,#N/A,#N/A,1.25
TGGT1_272590,#N/A,#N/A,1.26
TGGT1_275970,#N/A,#N/A,1.26
TGGT1_209570,#N/A,#N/A,1.26
TGGT1_295015,#N/A,#N/A,1.26
TGGT1_319630,#N/A,#N/A,1.26
TGGT1_316290,#N/A,#N/A,1.26
TGGT1_233290,#N/A,#N/A,1.26
TGGT1_203050,#N/A,#N/A,1.27
TGGT1_248670,#N/A,#N/A,1.27
TGGT1_250360,#N/A,#N/A,1.27
TGGT1_311485,#N/A,#N/A,1.27
TGGT1_288475,#N/A,#N/A,1.27
TGGT1_227580,#N/A,#N/A,1.27
TGGT1_254606,#N/A,#N/A,1.27
TGGT1_264875,#N/A,#N/A,1.27
TGGT1_313150,PF3D7_0209400,PBANKA_0306500,1.27
TGGT1_265205,PF3D7_1406500,PBANKA_1035700,1.28
TGGT1_275700,#N/A,#N/A,1.28
TGGT1_258730,#N/A,#N/A,1.28
TGGT1_257160,#N/A,#N/A,1.28
TGGT1_289180,PF3D7_0303600,PBANKA_0402200,1.28
TGGT1_281530,#N/A,#N/A,1.28
TGGT1_266890,#N/A,#N/A,1.28
TGGT1_281555,#N/A,#N/A,1.28
TGGT1_292250,#N/A,#N/A,1.28
TGGT1_247010,#N/A,#N/A,1.28
TGGT1_315855,#N/A,#N/A,1.28
TGGT1_408750,#N/A,#N/A,1.28
TGGT1_266620,PF3D7_0916100,PBANKA_0817100,1.28
TGGT1_305530,#N/A,#N/A,1.29
TGGT1_356120,#N/A,#N/A,1.29
TGGT1_236290,#N/A,#N/A,1.29
TGGT1_294285,#N/A,#N/A,1.29
TGGT1_231990,#N/A,#N/A,1.29
TGGT1_215195,#N/A,#N/A,1.29
TGGT1_237270,#N/A,#N/A,1.29
TGGT1_258580,#N/A,#N/A,1.29
TGGT1_228110,#N/A,#N/A,1.29
TGGT1_294808,#N/A,#N/A,1.3
TGGT1_225950,#N/A,#N/A,1.3
TGGT1_251940,#N/A,#N/A,1.3
TGGT1_242400,#N/A,#N/A,1.3
TGGT1_219160,PF3D7_0825700,PBANKA_0704900,1.3
TGGT1_307045,#N/A,#N/A,1.3
TGGT1_310215,#N/A,#N/A,1.3
TGGT1_408940,#N/A,#N/A,1.3
TGGT1_295030,#N/A,#N/A,1.3
TGGT1_216785,#N/A,#N/A,1.3
TGGT1_218310,#N/A,#N/A,1.3
TGGT1_259620,#N/A,#N/A,1.3
